Domain,Country,Element,Item,Year,Unit,Value
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Butter, Ghee",1994,kg,0.16
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Butter, Ghee",1995,kg,0.16
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Butter, Ghee",1996,kg,0.16
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Butter, Ghee",1997,kg,0.16
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Butter, Ghee",1998,kg,0.16
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Butter, Ghee",1999,kg,0.16
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Butter, Ghee",2000,kg,0.17
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cephalopods,1992,kg,0.96
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cephalopods,1993,kg,1.01
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cephalopods,1994,kg,0.99
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cephalopods,1995,kg,1.12
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cephalopods,1996,kg,1.11
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cephalopods,1997,kg,1.0
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cephalopods,1998,kg,0.95
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cephalopods,1999,kg,1.16
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cephalopods,2000,kg,1.29
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cheese,1992,kg,0.39
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cheese,1993,kg,0.42
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cheese,1994,kg,0.45
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cheese,1995,kg,0.46
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cheese,1996,kg,0.46
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cheese,1997,kg,0.48
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cheese,1998,kg,0.47
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cheese,1999,kg,0.49
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cheese,2000,kg,0.54
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cream,1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cream,1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cream,1994,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cream,1995,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cream,1996,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cream,1997,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cream,1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cream,1999,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Cream,2000,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Crustaceans,1992,kg,1.65
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Crustaceans,1993,kg,1.79
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Crustaceans,1994,kg,2.06
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Crustaceans,1995,kg,2.3
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Crustaceans,1996,kg,2.57
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Crustaceans,1997,kg,2.61
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Crustaceans,1998,kg,2.8
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Crustaceans,1999,kg,2.78
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Crustaceans,2000,kg,2.97
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1992,kg,2.89
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1993,kg,2.68
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1994,kg,3.11
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1995,kg,3.65
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1996,kg,3.62
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1997,kg,3.53
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1998,kg,3.53
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1999,kg,3.48
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Demersal Fish,2000,kg,3.62
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Eggs,1992,kg,8.84
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Eggs,1993,kg,9.78
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Eggs,1994,kg,11.57
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Eggs,1995,kg,12.7
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Eggs,1996,kg,14.46
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Eggs,1997,kg,13.91
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Eggs,1998,kg,14.54
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Eggs,1999,kg,15.17
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Eggs,2000,kg,15.39
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1992,kg,1.26
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1993,kg,1.3
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1994,kg,1.41
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1995,kg,1.48
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1996,kg,1.4
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1997,kg,1.36
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1998,kg,1.4
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1999,kg,1.61
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",2000,kg,1.83
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1992,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1993,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1994,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1995,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1996,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1997,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1998,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1999,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",2000,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1995,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1996,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1997,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1999,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",2000,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1992,kg,4.87
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1993,kg,5.74
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1994,kg,6.6
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1995,kg,7.35
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1996,kg,8.35
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1997,kg,8.5
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1998,kg,8.57
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1999,kg,8.75
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,2000,kg,8.68
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Honey,1992,kg,0.1
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Honey,1993,kg,0.1
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Honey,1994,kg,0.09
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Honey,1995,kg,0.1
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Honey,1996,kg,0.11
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Honey,1997,kg,0.15
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Honey,1998,kg,0.12
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Honey,1999,kg,0.13
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Honey,2000,kg,0.14
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1992,kg,2.67
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1993,kg,2.73
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1994,kg,2.92
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1995,kg,2.99
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1996,kg,3.52
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1997,kg,3.36
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1998,kg,3.1
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1999,kg,2.95
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",2000,kg,2.81
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1992,kg,0.44
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1993,kg,0.43
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1994,kg,0.48
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1995,kg,0.6
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1996,kg,0.61
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1997,kg,0.57
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1998,kg,0.6
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1999,kg,0.61
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Meat, Other",2000,kg,0.62
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1992,kg,13.63
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1993,kg,13.47
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1994,kg,13.84
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1995,kg,14.38
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1996,kg,14.81
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1997,kg,14.65
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1998,kg,14.82
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1999,kg,15.41
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,2000,kg,16.18
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Milk, Whole",1992,kg,13.76
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Milk, Whole",1993,kg,13.33
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Milk, Whole",1994,kg,14.31
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Milk, Whole",1995,kg,15.21
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Milk, Whole",1996,kg,16.03
